gx_mean,gy_mean,gz_mean,ax_mean,ay_mean,az_mean,gx_std,gy_std,gz_std,ax_std,ay_std,az_std,gx_rmse,gy_rmse,gz_rmse,ax_rmse,ay_rmse,az_rmse,gx_max,gy_max,gz_max,ax_max,ay_max,az_max,gx_min,gy_min,gz_min,ax_min,ay_min,az_min,gx_fengdu,gy_fengdu,gz_fengdu,ax_fengdu,ay_fengdu,az_fengdu,gx_piandu,gy_piandu,gz_piandu,ax_piandu,ay_piandu,az_piandu,gx_gy_coor,gx_gz_corr,gy_gz_corr,ax_ay_corr,ax_az_corr,ay_az_corr,label
-0.468761504,1.899134411,0.090375262,2.114566934,-0.140965267,0.40897653,0.028957023,0.147781929,0.238305234,0.172773457,0.192951451,0.328611774,0.469619332,1.904646274,0.25037072,2.121332119,0.235822515,0.520507514,-0.429074858,2.140128625,0.361059935,2.372179818,0.125633187,0.685062174,-0.503762437,1.75433393,-0.197994233,1.921540447,-0.37166438,-0.107246611,3.611815045,2.019399236,1.277308282,1.66572819,1.532642225,1.745667088,-0.437494502,0.722394791,-0.015620243,0.347065386,0.149750233,-0.723409715,-0.280767219,-0.56047876,0.80616508,0.596055344,-0.948255205,-0.694485968,1
-0.433092605,2.084000689,0.063856988,2.462843203,-0.045664474,0.392960158,0.114872173,0.186011453,0.205009719,0.253958533,0.370156575,0.283079442,0.447478486,2.091954857,0.210773671,2.475381139,0.365541378,0.480984716,-0.276828125,2.312528164,0.341902531,2.795349273,0.334073165,0.759526232,-0.566356241,1.842079771,-0.174128843,2.187734072,-0.534594733,0.060262965,1.484739864,2.147946849,1.437417361,1.34032265,1.332364297,1.415321557,0.251087442,0.128698286,0.153800497,0.207342192,-0.301851976,0.138132142,-0.862888625,-0.923878941,0.85706138,0.914454096,-0.945338037,-0.915206778,1
-0.481902718,2.502095431,0.262682168,2.357095603,-0.163547715,0.36934042,0.087464593,0.279590148,0.133993723,0.306455432,0.248106562,0.236416859,0.489463259,2.517046954,0.293663185,2.376143517,0.292988816,0.435969678,-0.330034969,2.731087413,0.385241006,2.765914979,0.129447502,0.646811556,-0.574720592,2.024211825,0.061950971,2.004390787,-0.492070717,0.054410439,2.396216842,2.178695191,1.640589077,1.679759251,1.422803771,1.46452883,0.827553865,-0.91242933,-0.629150558,0.113525771,-0.111208131,-0.202629418,-0.880193081,-0.817129628,0.974879043,0.741598532,-0.911023111,-0.57246154,1
-0.506709386,2.546129195,0.501229215,1.175849286,0.056080783,1.039274498,0.09968514,0.261938263,0.147507852,0.325918724,0.515706519,0.182444594,0.516036863,2.559031274,0.521650218,1.218439837,0.508389751,1.054535951,-0.377096257,2.75749282,0.60845801,1.661348647,0.701978302,1.262746989,-0.659353912,2.075285971,0.243864212,0.804412091,-0.53724057,0.795550399,2.314855098,2.853653529,4.137393921,1.719944217,1.312697057,2.216565298,-0.200339136,-1.174910702,-1.499443252,0.334743367,0.042622143,-0.265813028,-0.615466785,-0.439106168,0.900532291,-0.570695779,-0.780321836,0.430974152,0
-0.387326949,2.03428371,-0.126593613,0.589897942,0.101964118,0.898918901,0.147545794,0.287666945,0.206695153,0.386804018,0.432756942,0.877738881,0.413426095,2.053716726,0.238830303,0.701150652,0.436101031,1.244051331,-0.195605614,2.444668575,0.173508497,1.247716812,0.687724513,2.302110832,-0.564994167,1.703286194,-0.350587861,0.214979252,-0.383535087,0.103683729,1.737163821,1.833518462,1.669227616,2.235971359,1.399960825,1.842086176,0.024500419,0.321431364,0.37421257,0.845401448,0.195009658,0.684114818,-0.772597214,-0.92014573,0.781703388,0.90323701,-0.693543364,-0.820844218,1
-0.452221514,2.388535439,-0.038026746,0.538433719,0.362913933,1.035578877,0.159061034,0.275345114,0.302542725,0.346697051,0.199378997,1.016838612,0.478322792,2.40372292,0.298859247,0.636633145,0.412150977,1.437019813,-0.216870725,2.708124598,0.261568911,0.93683827,0.574976473,2.407686048,-0.647130041,1.963226586,-0.426390409,0.062764221,0.069581667,-0.026833833,1.789261523,2.01146483,1.267991163,1.534369237,1.975672228,1.36221135,0.276670614,-0.407953247,-0.286325251,-0.256290592,-0.49568756,0.302078229,-0.950379151,-0.658353557,0.492887921,0.514224947,-0.886026253,-0.157388686,1
-0.480859937,2.21795351,0.150566678,0.267873209,0.007635741,1.40389,0.153063565,0.194862897,0.188749335,0.13440781,0.334423256,0.280366826,0.503703877,2.226155983,0.238477637,0.298494384,0.327755491,1.430513358,-0.331827597,2.446680071,0.283146567,0.437491258,0.524233901,1.639469126,-0.726195438,1.916647822,-0.187148587,0.099593354,-0.335206893,0.930560398,2.047733896,1.916997279,3.93984414,1.419926964,1.737290748,2.897174395,-0.659970449,-0.366659382,-1.496815993,-0.030033327,0.527728979,-1.076199717,-0.858498674,-0.563591334,0.853536146,0.22441033,-0.768908204,-0.56446264,1
-0.459251599,1.948833584,-0.011821158,0.443760254,-0.00432881,1.0410904,0.175251357,0.214644713,0.253664787,0.127047775,0.336919857,0.648406321,0.490302506,1.960148412,0.24882068,0.460888983,0.330141075,1.219624019,-0.222972627,2.273278189,0.394416261,0.545011412,0.506647616,2.107124268,-0.647451827,1.708033813,-0.263690936,0.220568196,-0.332470625,0.504630033,1.401687806,2.389362697,1.946829927,4.839825672,1.63820786,1.942436727,0.277891492,0.563426744,0.62351509,-1.724141211,0.504085385,0.798484477,-0.460339803,-0.815074953,0.444834493,0.207910844,-0.737112869,-0.682426632,1
-0.434494581,2.131691275,0.261192755,0.32021559,0.120423407,1.112684915,0.152686104,0.24324928,0.223385896,0.213225769,0.155647624,0.624663977,0.45952809,2.144973448,0.340773918,0.382341004,0.194316578,1.26990732,-0.217316178,2.399078537,0.47444307,0.515198012,0.284201566,2.110229531,-0.579536088,1.739192203,-0.025550373,0.038897436,-0.115910039,0.560814286,1.436095232,2.009581874,1.243395705,1.303600264,1.916056498,1.812544444,0.496976836,-0.547827908,-0.285252034,-0.37333389,-0.515709735,0.698783091,-0.796394749,-0.967286578,0.663853087,0.471948083,-0.958838424,-0.675082478,1
-0.425340238,1.982720091,0.38635227,0.297155818,0.068621525,1.383013976,0.056335003,0.126814487,0.101484372,0.147137132,0.274496847,0.244389739,0.428906756,1.986609573,0.398942591,0.330280097,0.277567095,1.403590022,-0.351946779,2.121010432,0.464040617,0.504546673,0.450476606,1.60400842,-0.49467472,1.762123966,0.210997812,0.131059578,-0.212205927,0.98282626,1.44645885,2.928852047,4.999660973,1.500644809,1.40262141,2.060548303,0.192953388,-0.971517447,-1.714310076,0.220784899,0.323099506,-0.754817753,-0.146876594,-0.050967436,0.92543551,-0.326901823,-0.73536555,-0.307877414,1
-0.416890081,2.005208062,0.053156698,0.509412089,0.056924809,1.189868592,0.138092555,0.301742482,0.167384221,0.086348222,0.30175152,0.160282417,0.43829683,2.026885777,0.172401893,0.516389825,0.301085128,1.200187528,-0.239676569,2.461352091,0.259493809,0.62685802,0.450230515,1.333436479,-0.592766105,1.656230399,-0.144640564,0.418138454,-0.326923917,0.920357079,1.487256531,1.779795324,1.428326552,1.954507481,1.489776207,2.0657304,0.038324345,0.318233588,0.086283655,0.088124632,-0.035049004,-0.85612803,-0.44931043,-0.706784336,0.875059343,-0.605002911,0.555467006,-0.759515159,1
-0.440771753,2.594802688,0.038518912,0.370819583,0.31076293,1.246639467,0.169468988,0.105509403,0.222921672,0.467339926,0.328894771,0.594262369,0.471010283,2.59686117,0.221788222,0.589217707,0.447681246,1.375911267,-0.207920357,2.700406364,0.229777495,0.865743461,0.661088122,1.935096417,-0.651602162,2.446975121,-0.314132854,-0.210713823,-0.187730507,0.51007942,1.773464731,4.039337652,1.755312321,1.247502992,1.870368737,1.326550205,0.124337425,-1.063438879,-0.700161068,-0.124074149,-0.488937222,-0.136941483,-0.816131494,-0.505661788,0.166462987,0.085111247,-0.95784223,0.146117664,1
-0.42819118,2.235188502,0.244894601,0.274367634,-0.361101148,1.434561036,0.212951089,0.445318281,0.342396401,0.402388533,0.130846442,0.307573862,0.476321243,2.277376489,0.415354366,0.480330583,0.383184027,1.46587277,-0.154995641,2.774675342,0.554454858,0.746508913,-0.152660967,1.678361965,-0.696249534,1.728295788,-0.285830333,-0.2747234,-0.486870082,0.904888976,1.425402226,1.272403908,1.69820453,1.506828874,3.021989894,3.934378253,-0.040477071,0.116734639,-0.597170839,-0.283514697,0.942332343,-1.41406312,-0.200742744,-0.655414723,0.767543515,-0.261484479,-0.40087523,-0.666178269,1
-0.430639534,2.200534845,0.265780458,1.001617143,0.30788677,0.672430616,0.22311118,0.51894284,0.357196724,0.679275688,0.28168207,0.317714679,0.48294706,2.258513495,0.439460091,1.202578789,0.413479456,0.740991125,-0.150818504,2.591534548,0.596181023,1.623686823,0.632222684,1.193450587,-0.717092431,1.3020931,-0.226806278,-0.123697216,-0.076605126,0.363426941,1.416033637,2.363416831,1.375445749,2.072343526,1.449863439,2.076743953,-0.09439269,-1.007007198,-0.41299826,-0.801606029,-0.179682835,0.724599601,-0.685254382,-0.576339185,0.924958145,-0.043391409,-0.9934423,-0.042667059,1
-0.420475692,1.149503017,0.469991757,1.019416848,-0.166011107,0.865399678,0.101584717,0.039181778,0.418596156,0.134483796,0.102598721,0.12494908,0.432095458,1.150143899,0.623783684,1.027897449,0.194075051,0.874016238,-0.239010452,1.194422837,0.863874479,1.230003624,-0.040466887,1.044164471,-0.501998175,1.097912162,-0.16976162,0.903730913,-0.298682344,0.740384113,4.287994897,1.370526404,1.664468317,4.803822363,1.43370156,1.515529308,1.573408382,-0.224292654,-0.548980869,1.438126471,-0.114619888,0.464261987,-0.352200493,-0.722320475,0.852309073,0.468398952,-0.202990702,0.647289812,0
-0.387898275,1.416141822,0.409259192,1.727075134,0.064834726,0.660673763,0.047159644,0.16855752,0.24064388,0.213987489,0.222345357,0.312442254,0.390640682,1.425739398,0.472320001,1.739755022,0.227296065,0.728151891,-0.328445716,1.677257131,0.794650303,1.983146783,0.325853186,0.996517747,-0.441482471,1.233905964,0.161965348,1.461190466,-0.227734474,0.259599077,1.320842671,5.226903009,2.023266803,1.337861355,1.45170127,1.315915611,0.112594567,1.442218454,0.599873921,-0.025341741,-0.164167401,-0.149409612,-0.148205796,-0.890190702,-0.191291668,0.93776389,-0.979058037,-0.870324258,1
-0.468885371,2.008955916,0.304982844,2.181529163,0.187556435,0.442623638,0.044315903,0.252595742,0.318524917,0.517914325,0.158206294,0.452881343,0.470891532,2.024143349,0.436364908,2.239771267,0.243321759,0.626748064,-0.423921939,2.174703506,0.572349966,2.694247506,0.33201055,0.977728336,-0.532740074,1.560707108,-0.186715456,1.453329702,-0.073502668,-0.087262724,1.530145378,5.042191571,1.656593044,1.432700496,2.540118481,1.23962399,-0.469242242,-1.806298082,-0.632900225,-0.434032323,-0.892493046,0.037049465,-0.553859541,-0.078154909,0.759677705,0.681111866,-0.951124269,-0.521283609,1
-0.537153407,1.332613831,0.162702859,2.428844786,-0.033218714,0.169532931,0.052529466,0.254009709,0.166402571,0.370342412,0.317106733,0.056555899,0.539613522,1.35565472,0.230335502,2.455800146,0.312470632,0.178359305,-0.450809573,1.761272345,0.297051554,3.062316915,0.419140298,0.231639878,-0.590153158,1.080606358,-0.135266458,2.120945613,-0.362761604,0.088243022,3.242180929,2.981239541,2.949783903,4.756102627,1.486801767,1.580182307,1.036456808,0.993152678,-1.196561124,1.636359575,0.37775632,-0.387309246,-0.53390294,-0.783891758,0.606407734,0.581015055,0.586960045,0.370166479,1
-0.619372246,1.940281288,0.11790321,1.781167767,0.070053,1.127743839,0.052808249,0.427131485,0.127070835,1.308213521,0.1926065,0.380190684,0.621529679,1.984901793,0.171470943,2.194430297,0.201297779,1.187673913,-0.560344907,2.603417419,0.276070115,3.526346021,0.389929398,1.463991398,-0.696125519,1.455054945,-0.035155994,0.135355102,-0.114088435,0.492320738,1.599200155,1.852167124,1.356871949,1.530493373,2.121179689,2.637043715,-0.401846329,0.461346134,0.02616099,0.141728758,0.77593688,-0.957661746,-0.325749016,-0.739871846,0.777785448,0.794356641,-0.558213874,-0.927161439,1
-0.478956526,2.009271062,0.050766068,0.610182642,0.224624701,0.656466045,0.1250322,0.588586999,0.203972025,0.215682307,0.134590881,0.334151163,0.494375447,2.090394094,0.206197956,0.645740629,0.260473364,0.733579163,-0.304239226,2.62214658,0.286425692,0.842853128,0.377220436,1.238537765,-0.596956099,1.247374986,-0.188316607,0.266942311,0.034291234,0.373693766,1.415490436,1.314910541,1.25993503,3.204449396,1.776372138,2.969025261,0.405917834,-0.247330494,0.042258499,-0.936579213,-0.333874594,1.126730813,-0.921918123,-0.939091418,0.909359969,0.793030744,-0.351580532,-0.747320352,1
-0.589384433,1.899385946,0.435805534,0.409776169,0.006768061,1.398467883,0.049964488,0.261485863,0.134776708,0.185129474,0.266422286,0.473635394,0.59141407,1.916587288,0.455373071,0.448127788,0.261127187,1.473455017,-0.530771915,2.113137658,0.565776696,0.644397351,0.460710836,1.79813485,-0.663789459,1.44244425,0.21767623,0.169808057,-0.195777146,0.60594349,1.789775008,2.963195685,3.325227288,1.489439589,2.139650165,2.102910802,-0.325176257,-1.151388082,-1.06873663,-0.097371824,0.929584772,-0.851917447,-0.233129185,-0.305439667,0.958364372,0.639963939,-0.630134509,-0.996372372,1
-0.472559483,1.685040048,0.467153566,0.314208136,0.132280621,1.254031208,0.117308557,0.234021998,0.180327002,0.284508793,0.231020536,0.434782633,0.486336622,1.700569201,0.499449265,0.420040708,0.262171377,1.324412613,-0.306206951,1.9714691,0.669492695,0.651267374,0.470193177,1.688417103,-0.59028169,1.393533458,0.234685953,-0.049395704,-0.128394653,0.543446603,1.525540465,1.374476074,1.330285243,1.373468466,1.60479975,1.979026655,0.411832151,-0.029992354,-0.222644192,-0.18106816,0.304895759,-0.692770682,-0.502500197,-0.974412287,0.534671758,0.540406819,-0.621971144,-0.972620465,1
-0.594222048,1.370590058,0.301553174,0.637224261,0.247731885,1.019438045,0.107819543,0.486460485,0.249610236,0.191172094,0.418939413,0.510517447,0.603539471,1.451101361,0.388261994,0.664183451,0.479438118,1.135542544,-0.453155814,1.961327641,0.670067883,0.772339644,0.617080243,1.845393066,-0.735061277,0.810462506,0.028138529,0.300799002,-0.429583228,0.497399984,1.595206908,1.265004058,1.599930856,3.888205127,1.862791679,2.016041048,0.024042838,0.052436556,0.334769489,-1.439454856,-0.737797722,0.623721173,-0.647451885,-0.921163412,0.623357886,0.216692568,-0.492107077,-0.946584496,1
